#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2017 10 04 06 40 100  6.0  7.0    MM    MM    MM  MM 1009.5  28.5    MM    MM   MM   MM    MM
2017 10 04 06 30 100  6.0  7.0    MM    MM    MM  MM 1009.6  28.5    MM    MM   MM   MM    MM
2017 10 04 06 20 100  6.0  7.0    MM    MM    MM  MM 1009.6  28.5    MM    MM   MM   MM    MM
2017 10 04 06 10  90  6.0  7.0   0.9    MM    MM  93 1009.7  28.5    MM    MM   MM   MM    MM
2017 10 04 06 00 100  6.0  8.0   0.9     8    MM  93 1009.8  28.5    MM    MM   MM -1.3    MM
2017 10 04 05 50  90  5.0  7.0    MM    MM    MM  MM 1009.8  28.5    MM    MM   MM   MM    MM
2017 10 04 05 40  90  6.0  7.0    MM    MM    MM  MM 1009.9  28.6    MM    MM   MM   MM    MM
2017 10 04 05 30  90  6.0  7.0    MM    MM    MM  MM 1010.0  28.6    MM    MM   MM   MM    MM
2017 10 04 05 20  90  6.0  7.0    MM    MM    MM  MM 1010.0  28.6    MM    MM   MM   MM    MM
2017 10 04 05 10  90  5.0  6.0   0.9    MM    MM  95 1010.1  28.6    MM    MM   MM   MM    MM
2017 10 04 05 00 100  5.0  6.0   0.9     7    MM  95 1010.2  28.6    MM    MM   MM -1.1    MM
2017 10 04 04 50 100  5.0  6.0    MM    MM    MM  MM 1010.4  28.7    MM    MM   MM   MM    MM
2017 10 04 04 40 100  6.0  7.0    MM    MM    MM  MM 1010.5  28.7    MM    MM   MM   MM    MM
2017 10 04 04 30 100  5.0  6.0    MM    MM    MM  MM 1010.8  28.7    MM    MM   MM   MM    MM
2017 10 04 04 20  90  5.0  6.0    MM    MM    MM  MM 1010.8  28.6    MM    MM   MM   MM    MM
2017 10 04 04 10  90  5.0  6.0   0.8    MM    MM  97 1010.8  28.7    MM    MM   MM   MM    MM
2017 10 04 04 00  90  5.0  6.0   0.8     8    MM  97 1010.9  28.7    MM    MM   MM -0.4    MM
2017 10 04 03 50  90  5.0  6.0    MM    MM    MM  MM 1010.8  28.7    MM    MM   MM   MM    MM
2017 10 04 03 40  90  5.0  6.0    MM    MM    MM  MM 1010.9  28.7    MM    MM   MM   MM    MM
2017 10 04 03 30  90  4.0  5.0    MM    MM    MM  MM 1011.0  28.7    MM    MM   MM   MM    MM
2017 10 04 03 20  90  5.0  6.0    MM    MM    MM  MM 1011.1  28.7    MM    MM   MM   MM    MM
2017 10 04 03 10 100  5.0  6.0   0.8    MM    MM  94 1011.1  28.8    MM    MM   MM   MM    MM
2017 10 04 03 00 100  5.0  6.0   0.8     8    MM  94 1011.1  28.8    MM    MM   MM +0.4    MM
2017 10 04 02 50  90  4.0  6.0    MM    MM    MM  MM 1011.2  28.7    MM    MM   MM   MM    MM
2017 10 04 02 40  80  5.0  6.0    MM    MM    MM  MM 1011.3  28.8    MM    MM   MM   MM    MM
2017 10 04 02 30  90  4.0  6.0    MM    MM    MM  MM 1011.4  28.8    MM    MM   MM   MM    MM
2017 10 04 02 20  80  5.0  6.0    MM    MM    MM  MM 1011.4  28.7    MM    MM   MM   MM    MM
2017 10 04 02 10  80  5.0  6.0   0.8    MM    MM  95 1011.4  28.8    MM    MM   MM   MM    MM
2017 10 04 02 00  90  5.0  6.0   0.8     8    MM  95 1011.3  28.7    MM    MM   MM +1.2    MM
2017 10 04 01 50  90  5.0  6.0    MM    MM    MM  MM 1011.2  28.7    MM    MM   MM   MM    MM
2017 10 04 01 40  90  5.0  6.0    MM    MM    MM  MM 1011.1  28.7    MM    MM   MM   MM    MM
2017 10 04 01 30  90  5.0  6.0    MM    MM    MM  MM 1011.3  28.7    MM    MM   MM   MM    MM
2017 10 04 01 20  80  5.0  6.0    MM    MM    MM  MM 1011.3  28.8    MM    MM   MM   MM    MM
2017 10 04 01 10  90  5.0  6.0   0.8    MM    MM  98 1011.3  28.9    MM    MM   MM   MM    MM
2017 10 04 01 00  90  5.0  6.0   0.8     7    MM  98 1011.3  28.9    MM    MM   MM +1.4    MM
2017 10 04 00 50  90  5.0  6.0    MM    MM    MM  MM 1011.1  29.0    MM    MM   MM   MM    MM
2017 10 04 00 40  90  5.0  6.0    MM    MM    MM  MM 1011.0  28.9    MM    MM   MM   MM    MM
2017 10 04 00 30  90  5.0  7.0    MM    MM    MM  MM 1011.0  28.9    MM    MM   MM   MM    MM
2017 10 04 00 20  90  5.0  6.0    MM    MM    MM  MM 1011.0  29.0    MM    MM   MM   MM    MM
2017 10 04 00 10  90  5.0  6.0   0.8    MM    MM  99 1010.8  29.0    MM    MM   MM   MM    MM
2017 10 04 00 00  90  5.0  6.0   0.8     8    MM  99 1010.7  29.0    MM    MM   MM +1.2    MM
2017 10 03 23 50  90  5.0  7.0    MM    MM    MM  MM 1010.6  29.0    MM    MM   MM   MM    MM
2017 10 03 23 40  90  5.0  6.0    MM    MM    MM  MM 1010.5  29.0    MM    MM   MM   MM    MM
2017 10 03 23 30  90  5.0  6.0    MM    MM    MM  MM 1010.5  29.0    MM    MM   MM   MM    MM
2017 10 03 23 20  90  5.0  6.0    MM    MM    MM  MM 1010.3  29.1    MM    MM   MM   MM    MM
2017 10 03 23 10  90  5.0  6.0   0.9    MM    MM  98 1010.4  29.0    MM    MM   MM   MM    MM
2017 10 03 23 00  90  6.0  7.0   0.9     8    MM  98 1010.1  29.0    MM    MM   MM +0.7    MM
2017 10 03 22 50  90  5.0  6.0    MM    MM    MM  MM 1010.1  29.0    MM    MM   MM   MM    MM
2017 10 03 22 40  90  5.0  6.0    MM    MM    MM  MM 1010.1  28.9    MM    MM   MM   MM    MM
2017 10 03 22 30  90  5.0  6.0    MM    MM    MM  MM 1010.1  28.9    MM    MM   MM   MM    MM
2017 10 03 22 20  90  5.0  6.0    MM    MM    MM  MM 1010.1  28.8    MM    MM   MM   MM    MM
2017 10 03 22 10  90  5.0  6.0   0.9    MM    MM  96 1010.1  28.8    MM    MM   MM   MM    MM
2017 10 03 22 00  90  5.0  6.0   0.9     8    MM  96 1009.9  28.9    MM    MM   MM -0.0    MM
2017 10 03 21 50  90  5.0  6.0    MM    MM    MM  MM 1009.8  28.9    MM    MM   MM   MM    MM
2017 10 03 21 40  80  5.0  6.0    MM    MM    MM  MM 1009.6  28.9    MM    MM   MM   MM    MM
2017 10 03 21 30  90  5.0  7.0    MM    MM    MM  MM 1009.5  28.9    MM    MM   MM   MM    MM
2017 10 03 21 20  80  5.0  6.0    MM    MM    MM  MM 1009.5  29.1    MM    MM   MM   MM    MM
2017 10 03 21 00  80  6.0  7.0   0.8     8    MM  96 1009.5  29.1    MM    MM   MM -0.4    MM
2017 10 03 20 10  80  5.0  7.0   0.8    MM    MM 102 1009.4  29.2    MM    MM   MM   MM    MM
2017 10 03 20 00  90  6.0  7.0   0.8     6    MM 102 1009.4  29.2    MM    MM   MM   MM    MM
2017 10 03 19 50  90  6.0  7.0    MM    MM    MM  MM 1009.5  29.2    MM    MM   MM   MM    MM
2017 10 03 19 40  90  5.0  7.0    MM    MM    MM  MM 1009.5  29.2    MM    MM   MM   MM    MM
2017 10 03 19 30  90  5.0  6.0    MM    MM    MM  MM 1009.5  29.2    MM    MM   MM   MM    MM
2017 10 03 19 20  80  5.0  6.0    MM    MM    MM  MM 1009.6  29.1    MM    MM   MM   MM    MM
2017 10 03 19 10  80  5.0  6.0   0.9    MM    MM  95 1009.7  29.1    MM    MM   MM   MM    MM
2017 10 03 19 00  90  5.0  6.0   0.9     5    MM  95 1009.7  29.0    MM    MM   MM -1.7    MM
2017 10 03 18 50  80  5.0  6.0    MM    MM    MM  MM 1009.8  29.0    MM    MM   MM   MM    MM
2017 10 03 18 40  80  6.0  7.0    MM    MM    MM  MM 1009.8  29.0    MM    MM   MM   MM    MM
2017 10 03 18 30  80  6.0  7.0    MM    MM    MM  MM 1009.8  28.8    MM    MM   MM   MM    MM
2017 10 03 18 20  90  6.0  8.0    MM    MM    MM  MM 1009.9  29.2    MM    MM   MM   MM    MM
2017 10 03 18 00  90  7.0  8.0   0.9     6    MM 100 1009.9  29.2    MM    MM   MM -1.8    MM
2017 10 03 17 10  80  7.0  9.0   0.9    MM    MM 101 1010.7  28.9    MM    MM   MM   MM    MM
2017 10 03 17 00  MM   MM   MM   0.9     7    MM 101     MM    MM    MM    MM   MM   MM    MM
2017 10 03 16 50  80  6.0  7.0    MM    MM    MM  MM 1010.8  29.3    MM    MM   MM   MM    MM
2017 10 03 16 40  80  5.0  6.0    MM    MM    MM  MM 1011.0  29.4    MM    MM   MM   MM    MM
2017 10 03 16 30  80  6.0  7.0    MM    MM    MM  MM 1011.1  29.3    MM    MM   MM   MM    MM
2017 10 03 16 20  80  6.0  7.0    MM    MM    MM  MM 1011.1  29.3    MM    MM   MM   MM    MM
2017 10 03 16 00  80  6.0  7.0   0.9     8    MM 107 1011.4  29.3    MM    MM   MM +0.0    MM
2017 10 03 15 10  80  5.0  6.0   0.9    MM    MM 108 1011.7  29.4    MM    MM   MM   MM    MM
2017 10 03 15 00  80  5.0  6.0   0.9     5    MM  MM 1011.7  29.2    MM    MM   MM +0.5    MM
2017 10 03 14 50  80  5.0  6.0    MM    MM    MM  MM 1011.8  29.4    MM    MM   MM   MM    MM
2017 10 03 14 40  60  4.0  6.0    MM    MM    MM  MM 1011.8  29.2    MM    MM   MM   MM    MM
2017 10 03 14 30  60  4.0  5.0    MM    MM    MM  MM 1011.9  29.0    MM    MM   MM   MM    MM
2017 10 03 14 20  60  4.0  5.0    MM    MM    MM  MM 1011.9  29.0    MM    MM   MM   MM    MM
2017 10 03 14 00  60  5.0  6.0   0.9     6    MM 107 1011.9  29.0    MM    MM   MM +1.2    MM
2017 10 03 13 10  50  4.0  5.0   0.9    MM    MM 106 1011.6  28.7    MM    MM   MM   MM    MM
2017 10 03 13 00  50  5.0  6.0   0.9     6    MM 106 1011.4  28.6    MM    MM   MM +1.0    MM
2017 10 03 12 50  50  5.0  6.0    MM    MM    MM  MM 1011.4  28.6    MM    MM   MM   MM    MM
2017 10 03 12 40  50  5.0  6.0    MM    MM    MM  MM 1011.4  28.6    MM    MM   MM   MM    MM
2017 10 03 12 30  60  5.0  6.0    MM    MM    MM  MM 1011.5  28.6    MM    MM   MM   MM    MM
2017 10 03 12 20  50  5.0  6.0    MM    MM    MM  MM 1011.4  28.5    MM    MM   MM   MM    MM
2017 10 03 12 10  40  5.0  7.0   1.0    MM    MM 105 1011.4  28.5    MM    MM   MM   MM    MM
2017 10 03 12 00  50  6.0  8.0   1.0     6    MM 105 1011.2  28.5    MM    MM   MM +1.0    MM
2017 10 03 11 50  50  5.0  8.0    MM    MM    MM  MM 1011.1  28.3    MM    MM   MM   MM    MM
2017 10 03 11 40  60  6.0  8.0    MM    MM    MM  MM 1011.1  28.7    MM    MM   MM   MM    MM
2017 10 03 11 30  70  6.0  7.0    MM    MM    MM  MM 1011.0  28.9    MM    MM   MM   MM    MM
2017 10 03 11 20  60  6.0  8.0    MM    MM    MM  MM 1010.8  28.8    MM    MM   MM   MM    MM
2017 10 03 11 10  70  6.0  7.0   1.0    MM    MM 104 1010.8  28.7    MM    MM   MM   MM    MM
2017 10 03 11 00  70  6.0  7.0   1.0     5    MM  MM 1010.7  28.8    MM    MM   MM +0.5    MM
2017 10 03 10 50  70  6.0  7.0    MM    MM    MM  MM 1010.6  28.6    MM    MM   MM   MM    MM
2017 10 03 10 40  70  6.0  7.0    MM    MM    MM  MM 1010.5  28.6    MM    MM   MM   MM    MM
2017 10 03 10 30  70  6.0  8.0    MM    MM    MM  MM 1010.5  28.6    MM    MM   MM   MM    MM
2017 10 03 10 20  70  6.0  7.0    MM    MM    MM  MM 1010.4  28.6    MM    MM   MM   MM    MM
2017 10 03 10 10  70  6.0  8.0   1.0    MM    MM  98 1010.3  28.6    MM    MM   MM   MM    MM
2017 10 03 10 00  80  7.0  8.0   1.0     5    MM  98 1010.4  28.6    MM    MM   MM +0.0    MM
2017 10 03 09 50  80  7.0  8.0    MM    MM    MM  MM 1010.3  28.7    MM    MM   MM   MM    MM
2017 10 03 09 40  70  6.0  8.0    MM    MM    MM  MM 1010.3  28.6    MM    MM   MM   MM    MM
2017 10 03 09 30  70  7.0  8.0    MM    MM    MM  MM 1010.2  28.6    MM    MM   MM   MM    MM
2017 10 03 09 20  70  7.0  8.0    MM    MM    MM  MM 1010.2  28.6    MM    MM   MM   MM    MM
2017 10 03 09 10  70  7.0  8.0   1.0    MM    MM  99 1010.2  28.6    MM    MM   MM   MM    MM
2017 10 03 09 00  70  6.0  7.0   1.0     6    MM  99 1010.2  28.6    MM    MM   MM -0.4    MM
2017 10 03 08 50  80  7.0  8.0    MM    MM    MM  MM 1010.2  28.6    MM    MM   MM   MM    MM
2017 10 03 08 40  70  6.0  7.0    MM    MM    MM  MM 1010.2  28.5    MM    MM   MM   MM    MM
2017 10 03 08 30  80  7.0  8.0    MM    MM    MM  MM 1010.2  28.6    MM    MM   MM   MM    MM
2017 10 03 08 20  80  7.0  8.0    MM    MM    MM  MM 1010.3  28.6    MM    MM   MM   MM    MM
2017 10 03 08 10  80  7.0  9.0   1.1    MM    MM 100 1010.2  28.6    MM    MM   MM   MM    MM
2017 10 03 08 00  80  7.0  9.0   1.1     5    MM 100 1010.2  28.6    MM    MM   MM -1.0    MM
2017 10 03 07 50  80  8.0  9.0    MM    MM    MM  MM 1010.2  28.6    MM    MM   MM   MM    MM
2017 10 03 07 40  80  7.0  9.0    MM    MM    MM  MM 1010.1  28.6    MM    MM   MM   MM    MM
2017 10 03 07 30  80  7.0  9.0    MM    MM    MM  MM 1010.2  28.6    MM    MM   MM   MM    MM
2017 10 03 07 20  80  7.0  9.0    MM    MM    MM  MM 1010.2  28.6    MM    MM   MM   MM    MM
2017 10 03 07 10  80  7.0  9.0   1.0    MM    MM 100 1010.2  28.6    MM    MM   MM   MM    MM
2017 10 03 07 00  80  8.0  9.0   1.0     6    MM 100 1010.2  28.6    MM    MM   MM -1.4    MM
2017 10 03 06 50  70  7.0  9.0    MM    MM    MM  MM 1010.3  28.6    MM    MM   MM   MM    MM
2017 10 03 06 40  60  7.0  8.0    MM    MM    MM  MM 1010.4  28.6    MM    MM   MM   MM    MM
2017 10 03 06 30  70  7.0  8.0    MM    MM    MM  MM 1010.4  28.6    MM    MM   MM   MM    MM
2017 10 03 06 20  70  7.0  9.0    MM    MM    MM  MM 1010.4  28.7    MM    MM   MM   MM    MM
2017 10 03 06 10  70  7.0  8.0   1.0    MM    MM  98 1010.5  28.7    MM    MM   MM   MM    MM
2017 10 03 06 00  70  7.0  9.0   1.0     6    MM  98 1010.6  28.6    MM    MM   MM -1.4    MM
2017 10 03 05 50  60  7.0  8.0    MM    MM    MM  MM 1010.7  28.5    MM    MM   MM   MM    MM
2017 10 03 05 40  70  7.0  8.0    MM    MM    MM  MM 1010.7  28.6    MM    MM   MM   MM    MM
2017 10 03 05 30  70  7.0  9.0    MM    MM    MM  MM 1010.8  28.6    MM    MM   MM   MM    MM
2017 10 03 05 20  80  7.0  9.0    MM    MM    MM  MM 1010.9  28.6    MM    MM   MM   MM    MM
2017 10 03 05 10  70  8.0 10.0   1.0    MM    MM  97 1011.0  28.7    MM    MM   MM   MM    MM
2017 10 03 05 00  70  8.0 10.0   1.0     6    MM  97 1011.2  28.7    MM    MM   MM -1.0    MM
2017 10 03 04 50  70  8.0 10.0    MM    MM    MM  MM 1011.4  28.8    MM    MM   MM   MM    MM
2017 10 03 04 40  70  8.0 10.0    MM    MM    MM  MM 1011.4  28.8    MM    MM   MM   MM    MM
2017 10 03 04 30  80  7.0  9.0    MM    MM    MM  MM 1011.5  28.9    MM    MM   MM   MM    MM
2017 10 03 04 20  80  7.0  9.0    MM    MM    MM  MM 1011.6  28.8    MM    MM   MM   MM    MM
2017 10 03 04 10  70  8.0 10.0   1.0    MM    MM  97 1011.6  28.9    MM    MM   MM   MM    MM
2017 10 03 04 00  70  8.0  9.0   1.0     5    MM  97 1011.6  28.9    MM    MM   MM -0.4    MM
2017 10 03 03 50  60  7.0  9.0    MM    MM    MM  MM 1011.7  28.9    MM    MM   MM   MM    MM
2017 10 03 03 40  70  8.0  9.0    MM    MM    MM  MM 1011.8  28.9    MM    MM   MM   MM    MM
2017 10 03 03 30  70  8.0 10.0    MM    MM    MM  MM 1011.9  28.9    MM    MM   MM   MM    MM
2017 10 03 03 20  80  7.0  9.0    MM    MM    MM  MM 1011.9  28.9    MM    MM   MM   MM    MM
2017 10 03 03 10  80  8.0  9.0   1.0    MM    MM  96 1012.0  28.9    MM    MM   MM   MM    MM
2017 10 03 03 00  70  8.0 10.0   1.0     5    MM  96 1012.0  28.9    MM    MM   MM +0.5    MM
2017 10 03 02 50  70  7.0  9.0    MM    MM    MM  MM 1012.0  28.9    MM    MM   MM   MM    MM
2017 10 03 02 40  70  7.0  9.0    MM    MM    MM  MM 1012.2  28.9    MM    MM   MM   MM    MM
2017 10 03 02 30  70  7.0  9.0    MM    MM    MM  MM 1012.3  28.9    MM    MM   MM   MM    MM
2017 10 03 02 20  70  8.0  9.0    MM    MM    MM  MM 1012.2  28.9    MM    MM   MM   MM    MM
2017 10 03 02 10  80  7.0  9.0   1.0    MM    MM  93 1012.3  29.0    MM    MM   MM   MM    MM
2017 10 03 02 00  70  8.0  9.0   1.0     6    MM  93 1012.2  29.0    MM    MM   MM +1.4    MM
2017 10 03 01 50  70  8.0  9.0    MM    MM    MM  MM 1012.2  29.0    MM    MM   MM   MM    MM
2017 10 03 01 40  70  8.0  9.0    MM    MM    MM  MM 1012.1  29.0    MM    MM   MM   MM    MM
2017 10 03 01 30  70  8.0  9.0    MM    MM    MM  MM 1012.0  29.0    MM    MM   MM   MM    MM
2017 10 03 01 20  70  8.0 10.0    MM    MM    MM  MM 1012.0  29.0    MM    MM   MM   MM    MM
2017 10 03 01 10  70  8.0  9.0   1.0    MM    MM  93 1012.0  29.0    MM    MM   MM   MM    MM
2017 10 03 01 00  70  8.0  9.0   1.0     6    MM  93 1012.0  29.0    MM    MM   MM +1.5    MM
2017 10 03 00 50  80  8.0  9.0    MM    MM    MM  MM 1011.9  29.0    MM    MM   MM   MM    MM
2017 10 03 00 40  70  7.0  9.0    MM    MM    MM  MM 1011.8  29.0    MM    MM   MM   MM    MM
2017 10 03 00 30  70  7.0  9.0    MM    MM    MM  MM 1011.7  29.0    MM    MM   MM   MM    MM
2017 10 03 00 20  70  7.0  9.0    MM    MM    MM  MM 1011.7  29.0    MM    MM   MM   MM    MM
2017 10 03 00 10  70  7.0  9.0   0.9    MM    MM  98 1011.6  29.0    MM    MM   MM   MM    MM
2017 10 03 00 00  80  7.0  9.0   0.9     5    MM  98 1011.5  29.0    MM    MM   MM +1.2    MM
2017 10 02 23 50  70  7.0  9.0    MM    MM    MM  MM 1011.4  29.0    MM    MM   MM   MM    MM
2017 10 02 23 40  70  6.0  8.0    MM    MM    MM  MM 1011.3  29.0    MM    MM   MM   MM    MM
2017 10 02 23 30  70  7.0  8.0    MM    MM    MM  MM 1011.1  29.0    MM    MM   MM   MM    MM
2017 10 02 23 20  70  7.0  8.0    MM    MM    MM  MM 1011.0  29.0    MM    MM   MM   MM    MM
2017 10 02 23 10  80  6.0  8.0   0.9    MM    MM  97 1010.8  29.0    MM    MM   MM   MM    MM
2017 10 02 23 00  80  6.0  8.0   0.9     5    MM  97 1010.8  29.0    MM    MM   MM +0.7    MM
2017 10 02 22 50  70  7.0  8.0    MM    MM    MM  MM 1010.8  29.0    MM    MM   MM   MM    MM
2017 10 02 22 40  80  7.0  8.0    MM    MM    MM  MM 1010.7  29.0    MM    MM   MM   MM    MM
