#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2017 09 25 13 30  90  7.0  9.0    MM    MM    MM  MM 1015.0  27.8    MM    MM   MM   MM    MM
2017 09 25 13 20  80  7.0  9.0    MM    MM    MM  MM 1015.1  27.7    MM    MM   MM   MM    MM
2017 09 25 13 10  80  7.0  9.0   0.7    MM    MM 113 1015.2  27.5    MM    MM   MM   MM    MM
2017 09 25 13 00  80  7.0  9.0   0.7     5    MM 113 1015.2  27.5    MM    MM   MM +2.1    MM
2017 09 25 12 50  80  7.0  8.0    MM    MM    MM  MM 1015.0  27.5    MM    MM   MM   MM    MM
2017 09 25 12 40  70  6.0  8.0    MM    MM    MM  MM 1014.8  27.5    MM    MM   MM   MM    MM
2017 09 25 12 30  70  6.0  7.0    MM    MM    MM  MM 1014.9  27.5    MM    MM   MM   MM    MM
2017 09 25 12 20  70  5.0  6.0    MM    MM    MM  MM 1014.7  27.3    MM    MM   MM   MM    MM
2017 09 25 12 00  90  4.0  6.0   0.7     6    MM 124 1014.1  27.2    MM    MM   MM +1.5    MM
2017 09 25 11 00  90  6.0  7.0   0.8     6    MM 126 1013.6  27.0    MM    MM   MM +1.6    MM
2017 09 25 10 50  90  6.0  7.0    MM    MM    MM  MM 1013.7  27.2    MM    MM   MM   MM    MM
2017 09 25 10 40 100  6.0  7.0    MM    MM    MM  MM 1013.6  27.6    MM    MM   MM   MM    MM
2017 09 25 10 30 100  5.0  7.0    MM    MM    MM  MM 1013.6  27.8    MM    MM   MM   MM    MM
2017 09 25 10 20  90  5.0  6.0    MM    MM    MM  MM 1013.5  27.7    MM    MM   MM   MM    MM
2017 09 25 10 10 100  5.0  6.0   0.8    MM    MM 127 1013.2  27.8    MM    MM   MM   MM    MM
2017 09 25 10 00 120  5.0  6.0   0.8     6    MM 127 1013.1  27.7    MM    MM   MM +1.1    MM
2017 09 25 09 50 140  5.0  6.0    MM    MM    MM  MM 1013.2  27.5    MM    MM   MM   MM    MM
2017 09 25 09 40 140  6.0  7.0    MM    MM    MM  MM 1013.2  27.7    MM    MM   MM   MM    MM
2017 09 25 09 30 150  5.0  7.0    MM    MM    MM  MM 1013.1  27.5    MM    MM   MM   MM    MM
2017 09 25 09 20 160  5.0  6.0    MM    MM    MM  MM 1012.9  27.3    MM    MM   MM   MM    MM
2017 09 25 09 10 150  5.0  6.0   0.7    MM    MM 130 1012.7  27.1    MM    MM   MM   MM    MM
2017 09 25 09 00 150  5.0  6.0   0.7     6    MM 130 1012.6  27.1    MM    MM   MM -0.0    MM
2017 09 25 08 50 140  6.0  8.0    MM    MM    MM  MM 1012.4  27.3    MM    MM   MM   MM    MM
2017 09 25 08 40 140  3.0  4.0    MM    MM    MM  MM 1012.3  27.2    MM    MM   MM   MM    MM
2017 09 25 08 30 170  3.0  4.0    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
2017 09 25 08 20 180  4.0  6.0    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
2017 09 25 08 10 160  5.0  6.0   0.7    MM    MM 127     MM    MM    MM    MM   MM   MM    MM
2017 09 25 08 00 160  5.0  7.0   0.7     6    MM 127 1012.0  26.4    MM    MM   MM -1.0    MM
2017 09 25 07 50 150  6.0  8.0    MM    MM    MM  MM 1012.0  26.4    MM    MM   MM   MM    MM
2017 09 25 07 40 150  7.0  8.0    MM    MM    MM  MM 1011.9  27.5    MM    MM   MM   MM    MM
2017 09 25 07 30 110  6.0  9.0    MM    MM    MM  MM 1011.8  28.4    MM    MM   MM   MM    MM
2017 09 25 07 20 110  6.0  7.0    MM    MM    MM  MM 1011.8  28.5    MM    MM   MM   MM    MM
2017 09 25 07 10 100  6.0  6.0   0.7    MM    MM 128 1011.9  28.5    MM    MM   MM   MM    MM
2017 09 25 07 00 100  6.0  7.0   0.7     6    MM 128 1012.0  28.5    MM    MM   MM -1.5    MM
2017 09 25 06 50 100  6.0  7.0    MM    MM    MM  MM 1012.2  28.5    MM    MM   MM   MM    MM
2017 09 25 06 40 100  6.0  7.0    MM    MM    MM  MM 1012.3  28.5    MM    MM   MM   MM    MM
2017 09 25 06 30 100  5.0  6.0    MM    MM    MM  MM 1012.3  28.5    MM    MM   MM   MM    MM
2017 09 25 06 20 100  5.0  7.0    MM    MM    MM  MM 1012.2  28.5    MM    MM   MM   MM    MM
2017 09 25 06 10  90  5.0  6.0   0.7    MM    MM 139 1012.3  28.5    MM    MM   MM   MM    MM
2017 09 25 06 00  90  4.0  5.0   0.7     6    MM 139 1012.6  28.4    MM    MM   MM -1.0    MM
2017 09 25 05 50  90  4.0  5.0    MM    MM    MM  MM 1012.8  28.4    MM    MM   MM   MM    MM
2017 09 25 05 40 100  4.0  5.0    MM    MM    MM  MM 1012.9  28.4    MM    MM   MM   MM    MM
2017 09 25 05 30 100  4.0  5.0    MM    MM    MM  MM 1013.0  28.4    MM    MM   MM   MM    MM
2017 09 25 05 20 110  4.0  5.0    MM    MM    MM  MM 1013.1  28.5    MM    MM   MM   MM    MM
2017 09 25 05 10 110  4.0  5.0   0.7    MM    MM 141 1013.1  28.5    MM    MM   MM   MM    MM
2017 09 25 05 00 100  4.0  5.0   0.7     6    MM 141 1013.0  28.6    MM    MM   MM -1.2    MM
2017 09 25 04 50 100  4.0  5.0    MM    MM    MM  MM 1013.1  28.6    MM    MM   MM   MM    MM
2017 09 25 04 40 110  4.0  5.0    MM    MM    MM  MM 1013.2  28.7    MM    MM   MM   MM    MM
2017 09 25 04 30 110  4.0  5.0    MM    MM    MM  MM 1013.3  28.6    MM    MM   MM   MM    MM
2017 09 25 04 20 110  5.0  6.0    MM    MM    MM  MM 1013.3  28.6    MM    MM   MM   MM    MM
2017 09 25 04 10 100  5.0  6.0   0.6    MM    MM 141 1013.4  28.6    MM    MM   MM   MM    MM
2017 09 25 04 00 100  5.0  6.0   0.6     6    MM 141 1013.5  28.6    MM    MM   MM -0.7    MM
2017 09 25 03 50 100  4.0  5.0    MM    MM    MM  MM 1013.5  28.7    MM    MM   MM   MM    MM
2017 09 25 03 40 100  4.0  5.0    MM    MM    MM  MM 1013.5  28.7    MM    MM   MM   MM    MM
2017 09 25 03 30 100  4.0  5.0    MM    MM    MM  MM 1013.5  28.6    MM    MM   MM   MM    MM
2017 09 25 03 20 100  4.0  5.0    MM    MM    MM  MM 1013.5  28.6    MM    MM   MM   MM    MM
2017 09 25 03 10  90  4.0  5.0   0.7    MM    MM 130 1013.5  28.7    MM    MM   MM   MM    MM
2017 09 25 03 00  90  4.0  5.0   0.7     6    MM 130 1013.6  28.6    MM    MM   MM +0.0    MM
2017 09 25 02 50 100  4.0  5.0    MM    MM    MM  MM 1013.7  28.7    MM    MM   MM   MM    MM
2017 09 25 02 40 100  4.0  5.0    MM    MM    MM  MM 1013.8  28.7    MM    MM   MM   MM    MM
2017 09 25 02 30  90  4.0  5.0    MM    MM    MM  MM 1014.0  28.7    MM    MM   MM   MM    MM
2017 09 25 02 20  90  3.0  4.0    MM    MM    MM  MM 1014.0  28.7    MM    MM   MM   MM    MM
2017 09 25 02 10  90  3.0  4.0   0.7    MM    MM 129 1014.1  28.8    MM    MM   MM   MM    MM
2017 09 25 02 00  90  4.0  4.0   0.7     6    MM 129 1014.2  28.7    MM    MM   MM +1.2    MM
2017 09 25 01 50 100  4.0  4.0    MM    MM    MM  MM 1014.1  28.8    MM    MM   MM   MM    MM
2017 09 25 01 40 100  3.0  4.0    MM    MM    MM  MM 1014.1  28.7    MM    MM   MM   MM    MM
2017 09 25 01 30 100  3.0  4.0    MM    MM    MM  MM 1014.1  28.7    MM    MM   MM   MM    MM
2017 09 25 01 20 100  3.0  4.0    MM    MM    MM  MM 1014.1  28.7    MM    MM   MM   MM    MM
2017 09 25 01 10  80  3.0  4.0   0.8    MM    MM 127 1014.2  28.7    MM    MM   MM   MM    MM
2017 09 25 01 00  90  4.0  4.0   0.8     5    MM 127 1014.2  28.7    MM    MM   MM +1.8    MM
2017 09 25 00 50  90  3.0  4.0    MM    MM    MM  MM 1014.0  28.7    MM    MM   MM   MM    MM
2017 09 25 00 40  90  4.0  5.0    MM    MM    MM  MM 1013.8  28.7    MM    MM   MM   MM    MM
2017 09 25 00 30 100  4.0  5.0    MM    MM    MM  MM 1013.8  28.7    MM    MM   MM   MM    MM
2017 09 25 00 20 100  4.0  5.0    MM    MM    MM  MM 1013.8  28.8    MM    MM   MM   MM    MM
2017 09 25 00 10  90  4.0  4.0   0.8    MM    MM 122 1013.7  28.8    MM    MM   MM   MM    MM
2017 09 25 00 00  90  4.0  5.0   0.8     5    MM 122 1013.7  28.8    MM    MM   MM +1.6    MM
2017 09 24 23 50  90  4.0  4.0    MM    MM    MM  MM 1013.7  28.8    MM    MM   MM   MM    MM
2017 09 24 23 40  80  4.0  4.0    MM    MM    MM  MM 1013.5  28.8    MM    MM   MM   MM    MM
2017 09 24 23 30  90  4.0  5.0    MM    MM    MM  MM 1013.4  28.8    MM    MM   MM   MM    MM
2017 09 24 23 20 100  4.0  4.0    MM    MM    MM  MM 1013.4  28.8    MM    MM   MM   MM    MM
2017 09 24 23 10 110  4.0  5.0   0.8    MM    MM 129 1013.2  28.9    MM    MM   MM   MM    MM
2017 09 24 23 00 100  4.0  5.0   0.8     6    MM 129 1013.0  28.8    MM    MM   MM +1.1    MM
2017 09 24 22 50 110  4.0  5.0    MM    MM    MM  MM 1012.9  28.8    MM    MM   MM   MM    MM
2017 09 24 22 40 100  4.0  5.0    MM    MM    MM  MM 1012.8  28.8    MM    MM   MM   MM    MM
2017 09 24 22 30 110  4.0  5.0    MM    MM    MM  MM 1012.8  28.8    MM    MM   MM   MM    MM
2017 09 24 22 20 110  4.0  5.0    MM    MM    MM  MM 1012.7  28.8    MM    MM   MM   MM    MM
2017 09 24 22 10 110  5.0  6.0   0.8    MM    MM 131 1012.6  28.8    MM    MM   MM   MM    MM
2017 09 24 22 00 110  5.0  6.0   0.8     5    MM 131 1012.4  28.8    MM    MM   MM +0.4    MM
2017 09 24 21 50 110  5.0  6.0    MM    MM    MM  MM 1012.3  28.8    MM    MM   MM   MM    MM
2017 09 24 21 40 110  5.0  6.0    MM    MM    MM  MM 1012.2  28.8    MM    MM   MM   MM    MM
2017 09 24 21 30 100  5.0  5.0    MM    MM    MM  MM 1012.2  28.8    MM    MM   MM   MM    MM
2017 09 24 21 20 100  4.0  5.0    MM    MM    MM  MM 1012.2  28.8    MM    MM   MM   MM    MM
2017 09 24 21 10 100  5.0  6.0   0.9    MM    MM 136 1012.2  28.8    MM    MM   MM   MM    MM
2017 09 24 21 00 100  5.0  6.0   0.9     5    MM 136 1012.1  28.9    MM    MM   MM -0.0    MM
2017 09 24 20 50 110  4.0  5.0    MM    MM    MM  MM 1012.2  28.9    MM    MM   MM   MM    MM
2017 09 24 20 40 110  4.0  5.0    MM    MM    MM  MM 1012.0  29.0    MM    MM   MM   MM    MM
2017 09 24 20 30 110  4.0  5.0    MM    MM    MM  MM 1012.0  29.0    MM    MM   MM   MM    MM
2017 09 24 20 20 110  5.0  5.0    MM    MM    MM  MM 1012.0  29.0    MM    MM   MM   MM    MM
2017 09 24 20 10 110  4.0  5.0   0.8    MM    MM 131 1011.9  29.0    MM    MM   MM   MM    MM
2017 09 24 20 00 110  4.0  5.0   0.8     6    MM 131 1011.9  29.0    MM    MM   MM -1.2    MM
2017 09 24 19 50 110  4.0  6.0    MM    MM    MM  MM 1011.9  29.0    MM    MM   MM   MM    MM
2017 09 24 19 40 110  4.0  6.0    MM    MM    MM  MM 1012.0  28.9    MM    MM   MM   MM    MM
2017 09 24 19 30 110  4.0  5.0    MM    MM    MM  MM 1012.0  28.9    MM    MM   MM   MM    MM
2017 09 24 19 20 110  4.0  5.0    MM    MM    MM  MM 1012.0  29.0    MM    MM   MM   MM    MM
2017 09 24 19 10 110  4.0  6.0   0.9    MM    MM 129 1012.1  28.9    MM    MM   MM   MM    MM
2017 09 24 19 00 120  5.0  6.0   0.9     6    MM 129 1012.0  28.9    MM    MM   MM -1.7    MM
2017 09 24 18 50 110  5.0  6.0    MM    MM    MM  MM 1012.0  28.9    MM    MM   MM   MM    MM
2017 09 24 18 40 110  5.0  6.0    MM    MM    MM  MM 1012.1  28.8    MM    MM   MM   MM    MM
2017 09 24 18 30 110  5.0  6.0    MM    MM    MM  MM 1012.2  28.8    MM    MM   MM   MM    MM
2017 09 24 18 20 110  5.0  6.0    MM    MM    MM  MM 1012.2  28.8    MM    MM   MM   MM    MM
2017 09 24 18 10 110  5.0  6.0   0.8    MM    MM 126 1012.3  28.9    MM    MM   MM   MM    MM
2017 09 24 18 00 110  5.0  6.0   0.8     6    MM 126 1012.3  28.8    MM    MM   MM -1.8    MM
2017 09 24 17 00 120  5.0  7.0   0.9     6    MM 126 1013.1  28.8    MM    MM   MM -1.0    MM
2017 09 24 16 00 120  5.0  7.0   0.9     6    MM 129 1013.7  28.7    MM    MM   MM +0.0    MM
2017 09 24 15 00 110  5.0  6.0   0.9     6    MM 133 1014.1  28.7    MM    MM   MM +0.8    MM
2017 09 24 14 00 110  5.0  6.0   0.9     6    MM 129 1014.1  28.8    MM    MM   MM +1.8    MM
2017 09 24 13 00 110  5.0  6.0   1.0     7    MM 129 1013.7  28.8    MM    MM   MM +1.8    MM
2017 09 24 12 00 120  5.0  6.0   0.9     6    MM 127 1013.3  28.5    MM    MM   MM +2.0    MM
2017 09 24 11 50 120  5.0  6.0    MM    MM    MM  MM 1013.1  28.5    MM    MM   MM   MM    MM
2017 09 24 11 40 130  5.0  6.0    MM    MM    MM  MM 1013.0  28.5    MM    MM   MM   MM    MM
2017 09 24 11 30 120  5.0  6.0    MM    MM    MM  MM 1012.8  28.5    MM    MM   MM   MM    MM
2017 09 24 11 20 120  5.0  6.0    MM    MM    MM  MM 1012.5  28.5    MM    MM   MM   MM    MM
2017 09 24 11 10 110  5.0  6.0   1.0    MM    MM 122 1012.3  28.5    MM    MM   MM   MM    MM
2017 09 24 11 00 110  5.0  6.0   1.0     6    MM 122 1012.3  28.4    MM    MM   MM +1.5    MM
2017 09 24 10 50 120  5.0  6.0    MM    MM    MM  MM 1012.2  28.5    MM    MM   MM   MM    MM
2017 09 24 10 40 120  5.0  6.0    MM    MM    MM  MM 1012.2  28.4    MM    MM   MM   MM    MM
2017 09 24 10 30 130  4.0  5.0    MM    MM    MM  MM 1012.1  28.5    MM    MM   MM   MM    MM
2017 09 24 10 20 120  4.0  5.0    MM    MM    MM  MM 1012.0  28.4    MM    MM   MM   MM    MM
2017 09 24 10 10 120  4.0  5.0   1.0    MM    MM 123 1011.9  28.3    MM    MM   MM   MM    MM
2017 09 24 10 00 120  4.0  5.0   1.0     5    MM 123 1011.9  28.3    MM    MM   MM +0.6    MM
2017 09 24 09 50 120  4.0  5.0    MM    MM    MM  MM 1011.7  28.3    MM    MM   MM   MM    MM
2017 09 24 09 40 120  4.0  5.0    MM    MM    MM  MM 1011.7  28.4    MM    MM   MM   MM    MM
2017 09 24 09 30 110  4.0  6.0    MM    MM    MM  MM 1011.6  28.3    MM    MM   MM   MM    MM
2017 09 24 09 20 110  5.0  6.0    MM    MM    MM  MM 1011.4  28.3    MM    MM   MM   MM    MM
2017 09 24 09 10 110  5.0  6.0   1.0    MM    MM 125 1011.4  28.4    MM    MM   MM   MM    MM
2017 09 24 09 00 110  5.0  7.0   1.0     7    MM 125 1011.3  28.4    MM    MM   MM -0.5    MM
2017 09 24 08 50 110  6.0  7.0    MM    MM    MM  MM 1011.2  28.4    MM    MM   MM   MM    MM
2017 09 24 08 40 110  6.0  7.0    MM    MM    MM  MM 1011.1  28.4    MM    MM   MM   MM    MM
2017 09 24 08 30 110  6.0  7.0    MM    MM    MM  MM 1011.0  28.4    MM    MM   MM   MM    MM
2017 09 24 08 20 110  6.0  8.0    MM    MM    MM  MM 1011.0  28.4    MM    MM   MM   MM    MM
2017 09 24 08 10 110  6.0  7.0   0.9    MM    MM 126 1010.9  28.4    MM    MM   MM   MM    MM
2017 09 24 08 00 110  6.0  8.0   0.9     7    MM 126 1010.8  28.4    MM    MM   MM -1.5    MM
2017 09 24 07 50 110  7.0  8.0    MM    MM    MM  MM 1010.9  28.3    MM    MM   MM   MM    MM
2017 09 24 07 40 110  6.0  8.0    MM    MM    MM  MM 1011.1  28.4    MM    MM   MM   MM    MM
2017 09 24 07 30 120  6.0  7.0    MM    MM    MM  MM 1011.1  28.4    MM    MM   MM   MM    MM
2017 09 24 07 20 120  6.0  8.0    MM    MM    MM  MM 1011.1  28.4    MM    MM   MM   MM    MM
2017 09 24 07 10 120  7.0  8.0   0.9    MM    MM 126 1011.2  28.4    MM    MM   MM   MM    MM
2017 09 24 07 00 110  6.0  8.0   0.9     6    MM 126 1011.3  28.4    MM    MM   MM -1.4    MM
2017 09 24 06 50 120  6.0  8.0    MM    MM    MM  MM 1011.4  28.4    MM    MM   MM   MM    MM
2017 09 24 06 40 110  6.0  8.0    MM    MM    MM  MM 1011.6  28.4    MM    MM   MM   MM    MM
2017 09 24 06 30 120  6.0  7.0    MM    MM    MM  MM 1011.7  28.4    MM    MM   MM   MM    MM
2017 09 24 06 20 120  7.0  8.0    MM    MM    MM  MM 1011.7  28.4    MM    MM   MM   MM    MM
2017 09 24 06 10 120  7.0  8.0   1.0    MM    MM 131 1011.7  28.4    MM    MM   MM   MM    MM
2017 09 24 06 00 120  7.0  8.0   1.0     7    MM 131 1011.8  28.4    MM    MM   MM -1.2    MM
2017 09 24 05 50 110  7.0  8.0    MM    MM    MM  MM 1011.9  28.5    MM    MM   MM   MM    MM
2017 09 24 05 40 110  6.0  8.0    MM    MM    MM  MM 1012.0  28.4    MM    MM   MM   MM    MM
2017 09 24 05 30 110  6.0  8.0    MM    MM    MM  MM 1012.2  28.4    MM    MM   MM   MM    MM
2017 09 24 05 20 110  7.0  8.0    MM    MM    MM  MM 1012.2  28.4    MM    MM   MM   MM    MM
2017 09 24 05 10 110  6.0  8.0   1.0    MM    MM 139 1012.3  28.5    MM    MM   MM   MM    MM
2017 09 24 05 00 110  7.0  8.0   1.0     6    MM 139 1012.3  28.5    MM    MM   MM -0.9    MM
2017 09 24 04 50 110  6.0  7.0    MM    MM    MM  MM 1012.4  28.5    MM    MM   MM   MM    MM
2017 09 24 04 40 110  6.0  8.0    MM    MM    MM  MM 1012.4  28.5    MM    MM   MM   MM    MM
2017 09 24 04 30 110  6.0  7.0    MM    MM    MM  MM 1012.5  28.5    MM    MM   MM   MM    MM
2017 09 24 04 20 110  6.0  7.0    MM    MM    MM  MM 1012.6  28.5    MM    MM   MM   MM    MM
2017 09 24 04 10 100  6.0  7.0   0.9    MM    MM 135 1012.6  28.5    MM    MM   MM   MM    MM
2017 09 24 04 00 110  5.0  7.0   0.9     6    MM 135 1012.7  28.5    MM    MM   MM +0.4    MM
2017 09 24 03 50 110  6.0  7.0    MM    MM    MM  MM 1012.8  28.5    MM    MM   MM   MM    MM
2017 09 24 03 40 110  6.0  7.0    MM    MM    MM  MM 1012.8  28.5    MM    MM   MM   MM    MM
2017 09 24 03 30 100  6.0  7.0    MM    MM    MM  MM 1012.8  28.5    MM    MM   MM   MM    MM
2017 09 24 03 20 100  6.0  7.0    MM    MM    MM  MM 1012.9  28.5    MM    MM   MM   MM    MM
2017 09 24 03 10 100  5.0  7.0   0.9    MM    MM 134 1012.8  28.5    MM    MM   MM   MM    MM
2017 09 24 03 00 100  5.0  6.0   0.9     6    MM 134 1013.0  28.6    MM    MM   MM +0.9    MM
2017 09 24 02 50 100  5.0  6.0    MM    MM    MM  MM 1013.1  28.6    MM    MM   MM   MM    MM
2017 09 24 02 40 110  6.0  7.0    MM    MM    MM  MM 1013.2  28.6    MM    MM   MM   MM    MM
2017 09 24 02 30 100  5.0  6.0    MM    MM    MM  MM 1013.3  28.6    MM    MM   MM   MM    MM
2017 09 24 02 20 100  5.0  6.0    MM    MM    MM  MM 1013.4  28.6    MM    MM   MM   MM    MM
2017 09 24 02 00 100  6.0  7.0   1.0     7    MM 140 1013.2  28.6    MM    MM   MM +1.3    MM
2017 09 24 01 10 100  6.0  7.0   1.0    MM    MM 133 1012.6  28.7    MM    MM   MM   MM    MM
2017 09 24 01 00 100  6.0  7.0   1.0     6    MM 133 1012.3  28.7    MM    MM   MM +1.2    MM
2017 09 24 00 50 110  6.0  7.0    MM    MM    MM  MM 1012.3  28.7    MM    MM   MM   MM    MM
2017 09 24 00 40 110  5.0  7.0    MM    MM    MM  MM 1012.3  28.7    MM    MM   MM   MM    MM
2017 09 24 00 30 110  5.0  6.0    MM    MM    MM  MM 1012.2  28.7    MM    MM   MM   MM    MM
2017 09 24 00 20 110  5.0  7.0    MM    MM    MM  MM 1012.2  28.7    MM    MM   MM   MM    MM
2017 09 24 00 10 110  5.0  6.0   1.0    MM    MM 132 1012.2  28.7    MM    MM   MM   MM    MM
2017 09 24 00 00 110  5.0  6.0   1.0     6    MM 132 1012.1  28.8    MM    MM   MM +1.3    MM
2017 09 23 23 50 120  5.0  7.0    MM    MM    MM  MM 1012.0  28.8    MM    MM   MM   MM    MM
2017 09 23 23 40 110  6.0  7.0    MM    MM    MM  MM 1012.0  28.8    MM    MM   MM   MM    MM
2017 09 23 23 30 120  5.0  6.0    MM    MM    MM  MM 1012.0  28.8    MM    MM   MM   MM    MM
2017 09 23 23 20 120  5.0  6.0    MM    MM    MM  MM 1012.0  28.8    MM    MM   MM   MM    MM
2017 09 23 23 00 120  6.0  7.0   1.0     6    MM 131 1011.9  28.8    MM    MM   MM +1.2    MM
2017 09 23 22 10 120  6.0  7.0   1.0    MM    MM 133 1011.3  28.9    MM    MM   MM   MM    MM
2017 09 23 22 00 120  6.0  7.0   1.0     6    MM 133 1011.1  28.9    MM    MM   MM +0.7    MM
2017 09 23 21 50 120  6.0  8.0    MM    MM    MM  MM 1011.1  28.9    MM    MM   MM   MM    MM
2017 09 23 21 40 130  6.0  7.0    MM    MM    MM  MM 1011.1  29.0    MM    MM   MM   MM    MM
2017 09 23 21 30 130  6.0  8.0    MM    MM    MM  MM 1011.0  29.0    MM    MM   MM   MM    MM
2017 09 23 21 20 120  6.0  8.0    MM    MM    MM  MM 1010.9  28.9    MM    MM   MM   MM    MM
2017 09 23 21 10 120  6.0  7.0   1.0    MM    MM 135 1010.9  28.9    MM    MM   MM   MM    MM
2017 09 23 21 00 130  7.0  8.0   1.0     6    MM 135 1010.8  29.0    MM    MM   MM +0.0    MM
2017 09 23 20 50 130  6.0  7.0    MM    MM    MM  MM 1010.8  28.9    MM    MM   MM   MM    MM
2017 09 23 20 40 130  6.0  7.0    MM    MM    MM  MM 1010.7  28.9    MM    MM   MM   MM    MM
2017 09 23 20 30 130  6.0  8.0    MM    MM    MM  MM 1010.7  28.9    MM    MM   MM   MM    MM
2017 09 23 20 20 130  6.0  7.0    MM    MM    MM  MM 1010.7  28.9    MM    MM   MM   MM    MM
2017 09 23 20 10 130  6.0  8.0   1.0    MM    MM 139 1010.7  29.0    MM    MM   MM   MM    MM
2017 09 23 20 00 130  6.0  7.0   1.0     6    MM 139 1010.7  29.0    MM    MM   MM -0.7    MM
2017 09 23 19 50 130  7.0  8.0    MM    MM    MM  MM 1010.7  29.0    MM    MM   MM   MM    MM
2017 09 23 19 40 130  6.0  7.0    MM    MM    MM  MM 1010.7  29.0    MM    MM   MM   MM    MM
2017 09 23 19 30 130  6.0  8.0    MM    MM    MM  MM 1010.5  28.9    MM    MM   MM   MM    MM
2017 09 23 19 20 130  6.0  7.0    MM    MM    MM  MM 1010.5  29.0    MM    MM   MM   MM    MM
2017 09 23 19 00 130  6.0  7.0   1.0     6    MM 132 1010.4  28.9    MM    MM   MM -1.6    MM
2017 09 23 18 00 130  6.0  8.0   0.9     6    MM 139 1010.6  28.9    MM    MM   MM -2.2    MM
2017 09 23 17 50 130  6.0  8.0    MM    MM    MM  MM 1010.7  28.9    MM    MM   MM   MM    MM
2017 09 23 17 40 130  7.0  8.0    MM    MM    MM  MM 1010.8  28.8    MM    MM   MM   MM    MM
2017 09 23 17 30 130  7.0  8.0    MM    MM    MM  MM 1011.0  28.8    MM    MM   MM   MM    MM
2017 09 23 17 20 120  6.0  8.0    MM    MM    MM  MM 1011.2  28.8    MM    MM   MM   MM    MM
2017 09 23 17 10 120  6.0  7.0   0.9    MM    MM 132 1011.3  28.8    MM    MM   MM   MM    MM
2017 09 23 17 00 120  6.0  8.0   0.9     5    MM 132 1011.4  28.8    MM    MM   MM -1.8    MM
2017 09 23 16 50 120  6.0  8.0    MM    MM    MM  MM 1011.4  28.8    MM    MM   MM   MM    MM
2017 09 23 16 40 120  6.0  8.0    MM    MM    MM  MM 1011.6  28.8    MM    MM   MM   MM    MM
2017 09 23 16 30 120  6.0  8.0    MM    MM    MM  MM 1011.6  28.8    MM    MM   MM   MM    MM
2017 09 23 16 20 120  6.0  7.0    MM    MM    MM  MM 1011.7  28.7    MM    MM   MM   MM    MM
2017 09 23 16 10 120  6.0  7.0   0.9    MM    MM 140 1011.9  28.7    MM    MM   MM   MM    MM
2017 09 23 16 00 120  6.0  7.0   0.9     7    MM 140 1012.0  28.8    MM    MM   MM -0.5    MM
2017 09 23 15 50 120  6.0  6.0    MM    MM    MM  MM 1012.2  29.0    MM    MM   MM   MM    MM
2017 09 23 15 40 130  5.0  6.0    MM    MM    MM  MM 1012.3  29.0    MM    MM   MM   MM    MM
2017 09 23 15 30 120  5.0  6.0    MM    MM    MM  MM 1012.5  29.0    MM    MM   MM   MM    MM
2017 09 23 15 20 130  5.0  6.0    MM    MM    MM  MM 1012.6  29.0    MM    MM   MM   MM    MM
2017 09 23 15 10 130  5.0  6.0   0.9    MM    MM 134 1012.8  29.0    MM    MM   MM   MM    MM
2017 09 23 15 00 140  5.0  6.0   0.9     7    MM 134 1012.8  29.0    MM    MM   MM +1.1    MM
2017 09 23 14 50 130  5.0  6.0    MM    MM    MM  MM 1012.9  28.9    MM    MM   MM   MM    MM
2017 09 23 14 40 130  5.0  6.0    MM    MM    MM  MM 1013.0  29.0    MM    MM   MM   MM    MM
2017 09 23 14 30 130  5.0  5.0    MM    MM    MM  MM 1012.9  29.0    MM    MM   MM   MM    MM
2017 09 23 14 20 130  5.0  6.0    MM    MM    MM  MM 1013.0  28.9    MM    MM   MM   MM    MM
2017 09 23 14 10 130  4.0  5.0   1.0    MM    MM 129 1013.1  28.9    MM    MM   MM   MM    MM
2017 09 23 14 00 130  4.0  5.0   1.0     6    MM 129 1013.2  28.9    MM    MM   MM +2.3    MM
2017 09 23 13 50 130  4.0  5.0    MM    MM    MM  MM 1013.1  28.9    MM    MM   MM   MM    MM
2017 09 23 13 40 130  5.0  6.0    MM    MM    MM  MM 1013.0  28.9    MM    MM   MM   MM    MM
2017 09 23 13 30 140  5.0  6.0    MM    MM    MM  MM 1012.9  28.9    MM    MM   MM   MM    MM
2017 09 23 13 20 140  5.0  6.0    MM    MM    MM  MM 1012.7  28.8    MM    MM   MM   MM    MM
2017 09 23 13 10 130  4.0  5.0   1.0    MM    MM 130 1012.6  28.7    MM    MM   MM   MM    MM
2017 09 23 13 00 150  5.0  6.0   1.0     7    MM 130 1012.5  28.7    MM    MM   MM +2.2    MM
2017 09 23 12 50 140  5.0  5.0    MM    MM    MM  MM 1012.4  28.8    MM    MM   MM   MM    MM
2017 09 23 12 40 140  5.0  6.0    MM    MM    MM  MM 1012.3  28.9    MM    MM   MM   MM    MM
2017 09 23 12 30 140  5.0  6.0    MM    MM    MM  MM 1012.2  28.8    MM    MM   MM   MM    MM
