#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2017 09 13 23 50 180  4.0  5.0    MM    MM    MM  MM 1012.2  28.9    MM    MM   MM   MM    MM
2017 09 13 23 40 180  4.0  5.0    MM    MM    MM  MM 1012.0  29.0    MM    MM   MM   MM    MM
2017 09 13 23 30 180  4.0  5.0    MM    MM    MM  MM 1012.0  29.0    MM    MM   MM   MM    MM
2017 09 13 23 20 180  5.0  6.0    MM    MM    MM  MM 1012.0  29.0    MM    MM   MM   MM    MM
2017 09 13 23 10 180  4.0  6.0   0.6    MM    MM  46 1011.9  28.9    MM    MM   MM   MM    MM
2017 09 13 23 00 190  4.0  5.0   0.6     8    MM  46 1011.7  28.8    MM    MM   MM +0.7    MM
2017 09 13 22 50 200  4.0  5.0    MM    MM    MM  MM 1011.7  28.8    MM    MM   MM   MM    MM
2017 09 13 22 40 200  4.0  5.0    MM    MM    MM  MM 1011.6  28.8    MM    MM   MM   MM    MM
2017 09 13 22 30 190  5.0  6.0    MM    MM    MM  MM 1011.6  28.9    MM    MM   MM   MM    MM
2017 09 13 22 20 180  5.0  6.0    MM    MM    MM  MM 1011.4  29.2    MM    MM   MM   MM    MM
2017 09 13 22 10 180  5.0  6.0   0.6    MM    MM  48 1011.3  29.2    MM    MM   MM   MM    MM
2017 09 13 22 00 180  5.0  6.0   0.6    10    MM  48 1011.2  29.2    MM    MM   MM -0.0    MM
2017 09 13 21 50 180  5.0  6.0    MM    MM    MM  MM 1011.1  29.2    MM    MM   MM   MM    MM
2017 09 13 21 40 170  5.0  6.0    MM    MM    MM  MM 1011.1  29.3    MM    MM   MM   MM    MM
2017 09 13 21 30 170  5.0  6.0    MM    MM    MM  MM 1011.0  29.3    MM    MM   MM   MM    MM
2017 09 13 21 20 180  5.0  6.0    MM    MM    MM  MM 1011.1  29.4    MM    MM   MM   MM    MM
2017 09 13 21 10 180  4.0  6.0   0.6    MM    MM  47 1011.3  29.5    MM    MM   MM   MM    MM
2017 09 13 21 00 170  5.0  6.0   0.6     8    MM  47 1011.2  29.5    MM    MM   MM -0.7    MM
2017 09 13 20 50 170  4.0  6.0    MM    MM    MM  MM 1011.3  29.5    MM    MM   MM   MM    MM
2017 09 13 20 40 180  5.0  6.0    MM    MM    MM  MM 1011.3  29.5    MM    MM   MM   MM    MM
2017 09 13 20 30 170  5.0  6.0    MM    MM    MM  MM 1011.2  29.5    MM    MM   MM   MM    MM
2017 09 13 20 20 170  5.0  6.0    MM    MM    MM  MM 1011.1  29.6    MM    MM   MM   MM    MM
2017 09 13 20 10 170  5.0  7.0   0.6    MM    MM  50 1011.1  29.6    MM    MM   MM   MM    MM
2017 09 13 20 00 160  6.0  7.0   0.6     8    MM  50 1011.0  29.6    MM    MM   MM -1.5    MM
2017 09 13 19 50 160  5.0  7.0    MM    MM    MM  MM 1011.0  29.7    MM    MM   MM   MM    MM
2017 09 13 19 40 160  5.0  7.0    MM    MM    MM  MM 1011.0  29.7    MM    MM   MM   MM    MM
2017 09 13 19 30 170  5.0  6.0    MM    MM    MM  MM 1011.1  29.6    MM    MM   MM   MM    MM
2017 09 13 19 20 170  5.0  6.0    MM    MM    MM  MM 1011.3  29.6    MM    MM   MM   MM    MM
2017 09 13 19 10 170  5.0  6.0   0.6    MM    MM  75 1011.4  29.7    MM    MM   MM   MM    MM
2017 09 13 19 00 160  5.0  6.0   0.6     8    MM  75 1011.3  29.6    MM    MM   MM -1.9    MM
2017 09 13 18 50 170  5.0  7.0    MM    MM    MM  MM 1011.3  29.5    MM    MM   MM   MM    MM
2017 09 13 18 40 160  5.0  6.0    MM    MM    MM  MM 1011.4  29.5    MM    MM   MM   MM    MM
2017 09 13 18 30 160  5.0  6.0    MM    MM    MM  MM 1011.4  29.5    MM    MM   MM   MM    MM
2017 09 13 18 20 150  5.0  6.0    MM    MM    MM  MM 1011.6  29.3    MM    MM   MM   MM    MM
2017 09 13 18 10 130  4.0  5.0   0.6    MM    MM  68 1011.7  28.8    MM    MM   MM   MM    MM
2017 09 13 18 00 120  5.0  6.0   0.6     7    MM  68 1011.9  28.6    MM    MM   MM -1.8    MM
2017 09 13 17 50 120  5.0  7.0    MM    MM    MM  MM 1011.9  28.6    MM    MM   MM   MM    MM
2017 09 13 17 40 120  6.0  8.0    MM    MM    MM  MM 1012.0  28.6    MM    MM   MM   MM    MM
2017 09 13 17 30 120  6.0  7.0    MM    MM    MM  MM 1012.0  29.0    MM    MM   MM   MM    MM
2017 09 13 17 20 110  5.0  7.0    MM    MM    MM  MM 1012.2  29.0    MM    MM   MM   MM    MM
2017 09 13 17 10 120  5.0  6.0   0.6    MM    MM  96 1012.3  29.0    MM    MM   MM   MM    MM
2017 09 13 17 00 120  5.0  7.0   0.6     8    MM  96 1012.5  29.1    MM    MM   MM -1.2    MM
2017 09 13 16 50 110  5.0  6.0    MM    MM    MM  MM 1012.6  29.1    MM    MM   MM   MM    MM
2017 09 13 16 40 110  5.0  6.0    MM    MM    MM  MM 1012.9  29.1    MM    MM   MM   MM    MM
2017 09 13 16 30 110  5.0  6.0    MM    MM    MM  MM 1013.0  29.1    MM    MM   MM   MM    MM
2017 09 13 16 20 110  5.0  6.0    MM    MM    MM  MM 1013.1  29.1    MM    MM   MM   MM    MM
2017 09 13 16 10 110  5.0  6.0   0.6    MM    MM 102 1013.1  29.1    MM    MM   MM   MM    MM
2017 09 13 16 00 120  5.0  6.0   0.6     6    MM 102 1013.2  29.0    MM    MM   MM +0.0    MM
2017 09 13 15 50 120  5.0  6.0    MM    MM    MM  MM 1013.4  29.0    MM    MM   MM   MM    MM
2017 09 13 15 40 120  4.0  6.0    MM    MM    MM  MM 1013.6  29.0    MM    MM   MM   MM    MM
2017 09 13 15 30 120  5.0  6.0    MM    MM    MM  MM 1013.7  29.0    MM    MM   MM   MM    MM
2017 09 13 15 20 120  5.0  6.0    MM    MM    MM  MM 1013.6  29.0    MM    MM   MM   MM    MM
2017 09 13 15 10 120  5.0  6.0   0.7    MM    MM  98 1013.6  29.0    MM    MM   MM   MM    MM
2017 09 13 15 00 120  5.0  6.0   0.7     8    MM  98 1013.7  29.0    MM    MM   MM +0.6    MM
2017 09 13 14 50 120  5.0  6.0    MM    MM    MM  MM 1013.7  29.0    MM    MM   MM   MM    MM
2017 09 13 14 40 110  4.0  6.0    MM    MM    MM  MM 1013.8  29.0    MM    MM   MM   MM    MM
2017 09 13 14 30 110  4.0  6.0    MM    MM    MM  MM 1013.8  28.9    MM    MM   MM   MM    MM
2017 09 13 14 20 110  5.0  6.0    MM    MM    MM  MM 1013.8  28.9    MM    MM   MM   MM    MM
2017 09 13 14 10 110  5.0  6.0   0.7    MM    MM  87 1013.7  28.9    MM    MM   MM   MM    MM
2017 09 13 14 00 120  5.0  7.0   0.7     4    MM  87 1013.7  28.9    MM    MM   MM +1.3    MM
2017 09 13 13 50 120  5.0  6.0    MM    MM    MM  MM 1013.7  28.9    MM    MM   MM   MM    MM
2017 09 13 13 40 120  6.0  7.0    MM    MM    MM  MM 1013.7  28.8    MM    MM   MM   MM    MM
2017 09 13 13 30 120  5.0  6.0    MM    MM    MM  MM 1013.5  28.7    MM    MM   MM   MM    MM
2017 09 13 13 20 120  5.0  6.0    MM    MM    MM  MM 1013.4  28.8    MM    MM   MM   MM    MM
2017 09 13 13 10 110  5.0  7.0   0.7    MM    MM  81 1013.3  28.9    MM    MM   MM   MM    MM
2017 09 13 13 00 110  5.0  6.0   0.7     5    MM  81 1013.1  28.9    MM    MM   MM +0.9    MM
2017 09 13 12 50 110  5.0  7.0    MM    MM    MM  MM 1013.1  28.8    MM    MM   MM   MM    MM
2017 09 13 12 40 110  5.0  7.0    MM    MM    MM  MM 1013.2  28.7    MM    MM   MM   MM    MM
2017 09 13 12 30 110  6.0  7.0    MM    MM    MM  MM 1013.3  28.7    MM    MM   MM   MM    MM
2017 09 13 12 20 110  5.0  7.0    MM    MM    MM  MM 1013.3  28.6    MM    MM   MM   MM    MM
2017 09 13 12 10 110  5.0  7.0   0.7    MM    MM  83 1013.2  28.8    MM    MM   MM   MM    MM
2017 09 13 12 00 110  5.0  7.0   0.7     6    MM  83 1013.1  28.7    MM    MM   MM +1.4    MM
2017 09 13 11 50 110  5.0  6.0    MM    MM    MM  MM 1013.1  28.6    MM    MM   MM   MM    MM
2017 09 13 11 40 110  5.0  7.0    MM    MM    MM  MM 1013.0  28.6    MM    MM   MM   MM    MM
2017 09 13 11 30 110  5.0  6.0    MM    MM    MM  MM 1012.8  28.5    MM    MM   MM   MM    MM
2017 09 13 11 20 120  5.0  6.0    MM    MM    MM  MM 1012.6  28.5    MM    MM   MM   MM    MM
2017 09 13 11 10 120  6.0  7.0    MM    MM    MM  MM 1012.4  28.5    MM    MM   MM   MM    MM
2017 09 13 11 00 120  6.0  7.0    MM    MM    MM  MM 1012.4  28.5    MM    MM   MM +0.6    MM
2017 09 13 10 50 120  6.0  7.0    MM    MM    MM  MM 1012.2  28.5    MM    MM   MM   MM    MM
2017 09 13 10 40 120  6.0  7.0    MM    MM    MM  MM 1012.2  28.4    MM    MM   MM   MM    MM
2017 09 13 10 30 120  6.0  7.0    MM    MM    MM  MM 1012.3  28.4    MM    MM   MM   MM    MM
2017 09 13 10 20 110  6.0  8.0    MM    MM    MM  MM 1012.4  28.4    MM    MM   MM   MM    MM
2017 09 13 10 10 110  5.0  6.0   0.7    MM    MM  65 1012.3  28.4    MM    MM   MM   MM    MM
2017 09 13 10 00 110  5.0  6.0   0.7     7    MM  65 1012.2  28.4    MM    MM   MM -0.0    MM
2017 09 13 09 50 110  5.0  6.0    MM    MM    MM  MM 1012.1  28.4    MM    MM   MM   MM    MM
2017 09 13 09 40 110  5.0  7.0    MM    MM    MM  MM 1012.0  28.4    MM    MM   MM   MM    MM
2017 09 13 09 30 110  6.0  7.0    MM    MM    MM  MM 1012.0  28.4    MM    MM   MM   MM    MM
2017 09 13 09 20 110  6.0  7.0    MM    MM    MM  MM 1011.9  28.4    MM    MM   MM   MM    MM
2017 09 13 09 10 110  6.0  7.0    MM    MM    MM  MM 1011.7  28.4    MM    MM   MM   MM    MM
2017 09 13 09 00 110  6.0  7.0    MM    MM    MM  MM 1011.7  28.4    MM    MM   MM -0.9    MM
2017 09 13 08 50 110  6.0  7.0    MM    MM    MM  MM 1011.7  28.4    MM    MM   MM   MM    MM
2017 09 13 08 40 100  6.0  7.0    MM    MM    MM  MM 1011.7  28.4    MM    MM   MM   MM    MM
2017 09 13 08 30 110  6.0  7.0    MM    MM    MM  MM 1011.7  28.4    MM    MM   MM   MM    MM
2017 09 13 08 20 110  6.0  7.0    MM    MM    MM  MM 1011.8  28.4    MM    MM   MM   MM    MM
2017 09 13 08 10 110  6.0  7.0   0.6    MM    MM  63 1011.7  28.5    MM    MM   MM   MM    MM
2017 09 13 08 00 110  6.0  7.0   0.6     6    MM  63 1011.8  28.4    MM    MM   MM -1.3    MM
2017 09 13 07 50 110  5.0  7.0    MM    MM    MM  MM 1011.8  28.4    MM    MM   MM   MM    MM
2017 09 13 07 40 110  5.0  6.0    MM    MM    MM  MM 1011.8  28.4    MM    MM   MM   MM    MM
2017 09 13 07 30 110  6.0  7.0    MM    MM    MM  MM 1011.9  28.4    MM    MM   MM   MM    MM
2017 09 13 07 20 110  6.0  7.0    MM    MM    MM  MM 1011.9  28.4    MM    MM   MM   MM    MM
2017 09 13 07 10 100  6.0  7.0   0.6    MM    MM  66 1012.1  28.4    MM    MM   MM   MM    MM
2017 09 13 07 00 100  5.0  6.0   0.6     8    MM  66 1012.2  28.4    MM    MM   MM -1.4    MM
2017 09 13 06 50 100  5.0  6.0    MM    MM    MM  MM 1012.3  28.4    MM    MM   MM   MM    MM
2017 09 13 06 40 100  5.0  6.0    MM    MM    MM  MM 1012.3  28.4    MM    MM   MM   MM    MM
2017 09 13 06 30 110  5.0  6.0    MM    MM    MM  MM 1012.4  28.5    MM    MM   MM   MM    MM
2017 09 13 06 20 100  4.0  6.0    MM    MM    MM  MM 1012.5  28.4    MM    MM   MM   MM    MM
2017 09 13 06 10 100  4.0  6.0   0.6    MM    MM  78 1012.6  28.4    MM    MM   MM   MM    MM
2017 09 13 06 00  90  4.0  6.0   0.6     8    MM  78 1012.6  28.4    MM    MM   MM -0.9    MM
2017 09 13 05 50  90  4.0  5.0    MM    MM    MM  MM 1012.7  28.4    MM    MM   MM   MM    MM
2017 09 13 05 40  90  4.0  5.0    MM    MM    MM  MM 1012.7  28.5    MM    MM   MM   MM    MM
2017 09 13 05 30  80  4.0  5.0    MM    MM    MM  MM 1012.8  28.5    MM    MM   MM   MM    MM
2017 09 13 05 20  80  4.0  5.0    MM    MM    MM  MM 1013.0  28.5    MM    MM   MM   MM    MM
2017 09 13 05 10  80  5.0  5.0   0.6    MM    MM 126 1013.1  28.5    MM    MM   MM   MM    MM
2017 09 13 05 00  80  5.0  6.0   0.6     7    MM 126 1013.1  28.5    MM    MM   MM -0.4    MM
2017 09 13 04 50  90  5.0  6.0    MM    MM    MM  MM 1013.0  28.5    MM    MM   MM   MM    MM
2017 09 13 04 40 100  5.0  6.0    MM    MM    MM  MM 1013.0  28.4    MM    MM   MM   MM    MM
2017 09 13 04 30 100  5.0  7.0    MM    MM    MM  MM 1013.0  28.4    MM    MM   MM   MM    MM
2017 09 13 04 20 100  5.0  6.0    MM    MM    MM  MM 1013.2  28.5    MM    MM   MM   MM    MM
2017 09 13 04 10 100  5.0  6.0   0.7    MM    MM 138 1013.5  28.5    MM    MM   MM   MM    MM
2017 09 13 04 00 100  5.0  6.0   0.7     7    MM 138 1013.6  28.6    MM    MM   MM +0.7    MM
2017 09 13 03 50 100  5.0  6.0    MM    MM    MM  MM 1013.5  28.5    MM    MM   MM   MM    MM
2017 09 13 03 40 100  5.0  6.0    MM    MM    MM  MM 1013.4  28.5    MM    MM   MM   MM    MM
2017 09 13 03 30 100  5.0  6.0    MM    MM    MM  MM 1013.4  28.5    MM    MM   MM   MM    MM
2017 09 13 03 20 100  5.0  6.0    MM    MM    MM  MM 1013.5  28.6    MM    MM   MM   MM    MM
2017 09 13 03 10 100  5.0  6.0   2.0    MM    MM 143 1013.4  28.5    MM    MM   MM   MM    MM
2017 09 13 03 00 100  5.0  6.0   2.0    14    MM 143 1013.5  28.5    MM    MM   MM +0.8    MM
2017 09 13 02 50 100  5.0  6.0    MM    MM    MM  MM 1013.7  28.6    MM    MM   MM   MM    MM
2017 09 13 02 40  90  5.0  6.0    MM    MM    MM  MM 1013.7  28.6    MM    MM   MM   MM    MM
2017 09 13 02 30  90  5.0  6.0    MM    MM    MM  MM 1013.7  28.6    MM    MM   MM   MM    MM
2017 09 13 02 20  90  5.0  6.0    MM    MM    MM  MM 1013.8  28.6    MM    MM   MM   MM    MM
2017 09 13 02 10  90  5.0  6.0   0.7    MM    MM  91 1013.8  28.6    MM    MM   MM   MM    MM
2017 09 13 02 00 100  5.0  6.0   0.7     7    MM  91 1013.5  28.6    MM    MM   MM +1.6    MM
2017 09 13 01 50 100  5.0  6.0    MM    MM    MM  MM 1013.7  28.7    MM    MM   MM   MM    MM
2017 09 13 01 40 110  5.0  5.0    MM    MM    MM  MM 1013.6  28.7    MM    MM   MM   MM    MM
2017 09 13 01 30 100  5.0  6.0    MM    MM    MM  MM 1013.5  28.7    MM    MM   MM   MM    MM
2017 09 13 01 20 110  5.0  6.0    MM    MM    MM  MM 1013.4  28.7    MM    MM   MM   MM    MM
2017 09 13 01 10 110  5.0  6.0   0.7    MM    MM  80 1013.1  28.7    MM    MM   MM   MM    MM
2017 09 13 01 00 110  5.0  6.0   0.7     6    MM  80 1012.9  28.7    MM    MM   MM +1.2    MM
2017 09 13 00 50 110  5.0  7.0    MM    MM    MM  MM 1013.0  28.7    MM    MM   MM   MM    MM
2017 09 13 00 40 110  5.0  6.0    MM    MM    MM  MM 1012.9  28.7    MM    MM   MM   MM    MM
2017 09 13 00 30 110  5.0  6.0    MM    MM    MM  MM 1012.8  28.7    MM    MM   MM   MM    MM
2017 09 13 00 20 100  5.0  6.0    MM    MM    MM  MM 1012.6  28.7    MM    MM   MM   MM    MM
2017 09 13 00 10 110  5.0  7.0   0.7    MM    MM  79 1012.7  28.7    MM    MM   MM   MM    MM
2017 09 13 00 00 100  5.0  6.0   0.7     6    MM  79 1012.7  28.7    MM    MM   MM +1.2    MM
2017 09 12 23 50 110  5.0  7.0    MM    MM    MM  MM 1012.5  28.6    MM    MM   MM   MM    MM
2017 09 12 23 40  90  5.0  6.0    MM    MM    MM  MM 1012.4  28.7    MM    MM   MM   MM    MM
2017 09 12 23 30 100  5.0  7.0    MM    MM    MM  MM 1012.2  28.7    MM    MM   MM   MM    MM
2017 09 12 23 20 100  5.0  7.0    MM    MM    MM  MM 1012.1  28.7    MM    MM   MM   MM    MM
2017 09 12 23 10 100  6.0  7.0   0.7    MM    MM  84 1012.0  28.7    MM    MM   MM   MM    MM
2017 09 12 23 00 100  6.0  7.0   0.7     6    MM  84 1011.9  28.7    MM    MM   MM -0.0    MM
2017 09 12 22 50 110  5.0  7.0    MM    MM    MM  MM 1011.9  28.7    MM    MM   MM   MM    MM
2017 09 12 22 40 110  6.0  7.0    MM    MM    MM  MM 1011.9  28.6    MM    MM   MM   MM    MM
2017 09 12 22 30 110  5.0  7.0    MM    MM    MM  MM 1011.9  28.7    MM    MM   MM   MM    MM
2017 09 12 22 20 100  5.0  7.0    MM    MM    MM  MM 1011.9  28.7    MM    MM   MM   MM    MM
2017 09 12 22 10 100  5.0  7.0   0.7    MM    MM  75 1011.8  28.7    MM    MM   MM   MM    MM
2017 09 12 22 00 110  6.0  7.0   0.7     6    MM  75 1011.7  28.7    MM    MM   MM -0.3    MM
2017 09 12 21 50 110  6.0  7.0    MM    MM    MM  MM 1011.7  28.7    MM    MM   MM   MM    MM
2017 09 12 21 40 110  6.0  7.0    MM    MM    MM  MM 1011.8  28.8    MM    MM   MM   MM    MM
2017 09 12 21 30 110  6.0  7.0    MM    MM    MM  MM 1011.7  28.9    MM    MM   MM   MM    MM
2017 09 12 21 20 110  6.0  7.0    MM    MM    MM  MM 1011.6  28.8    MM    MM   MM   MM    MM
2017 09 12 21 10 110  6.0  7.0   0.7    MM    MM  68 1011.4  28.9    MM    MM   MM   MM    MM
2017 09 12 21 00 110  6.0  7.0   0.7     6    MM  68 1011.5  28.9    MM    MM   MM -1.0    MM
2017 09 12 20 50 100  6.0  8.0    MM    MM    MM  MM 1011.7  29.0    MM    MM   MM   MM    MM
2017 09 12 20 40 100  6.0  7.0    MM    MM    MM  MM 1011.8  28.9    MM    MM   MM   MM    MM
2017 09 12 20 30 100  6.0  8.0    MM    MM    MM  MM 1011.8  28.9    MM    MM   MM   MM    MM
2017 09 12 20 20 110  6.0  7.0    MM    MM    MM  MM 1011.8  29.0    MM    MM   MM   MM    MM
2017 09 12 20 10 100  5.0  7.0   0.7    MM    MM  64 1011.7  28.9    MM    MM   MM   MM    MM
2017 09 12 20 00 100  5.0  7.0   0.7     8    MM  64 1011.8  29.0    MM    MM   MM -1.4    MM
2017 09 12 19 50 100  5.0  6.0    MM    MM    MM  MM 1011.7  29.0    MM    MM   MM   MM    MM
2017 09 12 19 40 100  5.0  7.0    MM    MM    MM  MM 1011.8  28.9    MM    MM   MM   MM    MM
2017 09 12 19 30 100  5.0  7.0    MM    MM    MM  MM 1011.9  29.1    MM    MM   MM   MM    MM
2017 09 12 19 20 100  5.0  6.0    MM    MM    MM  MM 1011.9  28.9    MM    MM   MM   MM    MM
2017 09 12 19 10 100  5.0  6.0   0.7    MM    MM  54 1012.0  28.9    MM    MM   MM   MM    MM
2017 09 12 19 00  90  5.0  6.0   0.7     7    MM  54 1012.0  28.9    MM    MM   MM -1.7    MM
2017 09 12 18 50  90  5.0  6.0    MM    MM    MM  MM 1012.0  28.9    MM    MM   MM   MM    MM
2017 09 12 18 40 100  5.0  7.0    MM    MM    MM  MM 1012.2  29.0    MM    MM   MM   MM    MM
2017 09 12 18 30  90  6.0  7.0    MM    MM    MM  MM 1012.2  28.9    MM    MM   MM   MM    MM
2017 09 12 18 20 100  5.0  6.0    MM    MM    MM  MM 1012.3  29.0    MM    MM   MM   MM    MM
2017 09 12 18 10 100  5.0  6.0   0.7    MM    MM  38 1012.3  28.9    MM    MM   MM   MM    MM
2017 09 12 18 00 100  5.0  7.0   0.7     8    MM  38 1012.5  28.9    MM    MM   MM -1.9    MM
2017 09 12 17 50 100  5.0  7.0    MM    MM    MM  MM 1012.6  28.9    MM    MM   MM   MM    MM
2017 09 12 17 40 100  5.0  7.0    MM    MM    MM  MM 1012.8  28.9    MM    MM   MM   MM    MM
2017 09 12 17 30 100  5.0  6.0    MM    MM    MM  MM 1012.8  28.9    MM    MM   MM   MM    MM
2017 09 12 17 20 110  5.0  6.0    MM    MM    MM  MM 1013.0  28.8    MM    MM   MM   MM    MM
2017 09 12 17 10 110  5.0  6.0   0.7    MM    MM  23 1013.1  28.8    MM    MM   MM   MM    MM
2017 09 12 17 00 100  5.0  6.0   0.7     7    MM  23 1013.2  28.8    MM    MM   MM -1.5    MM
2017 09 12 16 50 110  5.0  6.0    MM    MM    MM  MM 1013.3  28.9    MM    MM   MM   MM    MM
2017 09 12 16 40 100  4.0  5.0    MM    MM    MM  MM 1013.4  28.8    MM    MM   MM   MM    MM
2017 09 12 16 30 110  5.0  6.0    MM    MM    MM  MM 1013.5  28.7    MM    MM   MM   MM    MM
2017 09 12 16 20 110  5.0  6.0    MM    MM    MM  MM 1013.5  28.8    MM    MM   MM   MM    MM
2017 09 12 16 10 110  5.0  6.0   0.7    MM    MM  30 1013.5  28.8    MM    MM   MM   MM    MM
2017 09 12 16 00 110  5.0  7.0   0.7     8    MM  30 1013.7  28.8    MM    MM   MM -1.0    MM
2017 09 12 15 50 110  5.0  6.0    MM    MM    MM  MM 1014.0  28.8    MM    MM   MM   MM    MM
2017 09 12 15 40 110  5.0  6.0    MM    MM    MM  MM 1014.0  28.7    MM    MM   MM   MM    MM
2017 09 12 15 30 110  5.0  6.0    MM    MM    MM  MM 1014.3  28.7    MM    MM   MM   MM    MM
2017 09 12 15 20 100  5.0  6.0    MM    MM    MM  MM 1014.4  28.7    MM    MM   MM   MM    MM
2017 09 12 15 10 110  5.0  6.0   0.7    MM    MM  50 1014.4  28.6    MM    MM   MM   MM    MM
2017 09 12 15 00 120  5.0  7.0   0.7     8    MM  50 1014.4  28.7    MM    MM   MM +0.0    MM
2017 09 12 14 50 110  6.0  7.0    MM    MM    MM  MM 1014.4  28.7    MM    MM   MM   MM    MM
2017 09 12 14 40 110  5.0  6.0    MM    MM    MM  MM 1014.5  28.6    MM    MM   MM   MM    MM
2017 09 12 14 30 110  5.0  6.0    MM    MM    MM  MM 1014.6  28.6    MM    MM   MM   MM    MM
2017 09 12 14 20 120  5.0  6.0    MM    MM    MM  MM 1014.7  28.6    MM    MM   MM   MM    MM
2017 09 12 14 10 110  5.0  6.0   0.7    MM    MM  71 1014.8  28.6    MM    MM   MM   MM    MM
2017 09 12 14 00 110  5.0  6.0   0.7     6    MM  71 1014.7  28.6    MM    MM   MM +0.9    MM
2017 09 12 13 50 120  5.0  7.0    MM    MM    MM  MM 1014.6  28.6    MM    MM   MM   MM    MM
2017 09 12 13 40 120  5.0  6.0    MM    MM    MM  MM 1014.3  28.6    MM    MM   MM   MM    MM
2017 09 12 13 30 120  5.0  6.0    MM    MM    MM  MM 1014.3  28.6    MM    MM   MM   MM    MM
2017 09 12 13 20 110  5.0  6.0    MM    MM    MM  MM 1014.4  28.6    MM    MM   MM   MM    MM
2017 09 12 13 10 110  5.0  7.0   0.8    MM    MM  80 1014.6  28.6    MM    MM   MM   MM    MM
2017 09 12 13 00 110  5.0  6.0   0.8     8    MM  80 1014.7  28.7    MM    MM   MM +1.4    MM
2017 09 12 12 50 100  5.0  6.0    MM    MM    MM  MM 1014.7  28.6    MM    MM   MM   MM    MM
2017 09 12 12 40 110  5.0  6.0    MM    MM    MM  MM 1014.6  28.6    MM    MM   MM   MM    MM
2017 09 12 12 30 100  5.0  6.0    MM    MM    MM  MM 1014.6  28.7    MM    MM   MM   MM    MM
2017 09 12 12 20 110  4.0  6.0    MM    MM    MM  MM 1014.5  28.7    MM    MM   MM   MM    MM
2017 09 12 12 10 110  5.0  6.0   0.8    MM    MM  84 1014.4  28.6    MM    MM   MM   MM    MM
2017 09 12 12 00 110  5.0  6.0   0.8     8    MM  84 1014.2  28.7    MM    MM   MM +1.1    MM
2017 09 12 11 50 100  4.0  5.0    MM    MM    MM  MM 1014.1  28.6    MM    MM   MM   MM    MM
2017 09 12 11 40 110  5.0  6.0    MM    MM    MM  MM 1014.1  28.6    MM    MM   MM   MM    MM
2017 09 12 11 30 110  5.0  6.0    MM    MM    MM  MM 1013.9  28.6    MM    MM   MM   MM    MM
2017 09 12 11 20 120  5.0  6.0    MM    MM    MM  MM 1013.8  28.5    MM    MM   MM   MM    MM
2017 09 12 11 10 120  5.0  7.0   0.8    MM    MM  74 1013.8  28.5    MM    MM   MM   MM    MM
2017 09 12 11 00 120  5.0  6.0   0.8     6    MM  74 1013.8  28.5    MM    MM   MM +0.9    MM
2017 09 12 10 50 120  5.0  6.0    MM    MM    MM  MM 1013.8  28.4    MM    MM   MM   MM    MM
2017 09 12 10 40 110  5.0  6.0    MM    MM    MM  MM 1013.7  28.4    MM    MM   MM   MM    MM
2017 09 12 10 30 110  5.0  7.0    MM    MM    MM  MM 1013.6  28.3    MM    MM   MM   MM    MM
2017 09 12 10 20 110  5.0  6.0    MM    MM    MM  MM 1013.5  28.3    MM    MM   MM   MM    MM
2017 09 12 10 10 110  5.0  6.0    MM    MM    MM  MM 1013.4  28.3    MM    MM   MM   MM    MM
2017 09 12 10 00 120  5.0  7.0    MM    MM    MM  MM 1013.3  28.3    MM    MM   MM +0.4    MM
2017 09 12 09 50 110  5.0  6.0    MM    MM    MM  MM 1013.2  28.2    MM    MM   MM   MM    MM
2017 09 12 09 40 110  6.0  7.0    MM    MM    MM  MM 1013.2  28.2    MM    MM   MM   MM    MM
2017 09 12 09 30 100  6.0  7.0    MM    MM    MM  MM 1013.1  28.2    MM    MM   MM   MM    MM
2017 09 12 09 20 110  5.0  6.0    MM    MM    MM  MM 1013.1  28.1    MM    MM   MM   MM    MM
2017 09 12 09 10 100  6.0  8.0   0.9    MM    MM  78 1013.1  28.2    MM    MM   MM   MM    MM
2017 09 12 09 00 110  6.0  7.0   0.9     6    MM  78 1013.1  28.2    MM    MM   MM -0.6    MM
2017 09 12 08 50 110  6.0  7.0    MM    MM    MM  MM 1013.0  28.2    MM    MM   MM   MM    MM
2017 09 12 08 40 110  5.0  7.0    MM    MM    MM  MM 1012.9  28.2    MM    MM   MM   MM    MM
2017 09 12 08 30 110  6.0  7.0    MM    MM    MM  MM 1012.9  28.2    MM    MM   MM   MM    MM
2017 09 12 08 20 110  6.0  7.0    MM    MM    MM  MM 1012.9  28.2    MM    MM   MM   MM    MM
2017 09 12 08 10 110  6.0  7.0    MM    MM    MM  MM 1012.8  28.2    MM    MM   MM   MM    MM
2017 09 12 08 00 110  6.0  7.0    MM    MM    MM  MM 1012.9  28.2    MM    MM   MM -1.5    MM
2017 09 12 07 50 110  6.0  7.0    MM    MM    MM  MM 1012.9  28.2    MM    MM   MM   MM    MM
2017 09 12 07 40 110  6.0  8.0    MM    MM    MM  MM 1012.9  28.2    MM    MM   MM   MM    MM
2017 09 12 07 30 110  6.0  8.0    MM    MM    MM  MM 1012.9  28.2    MM    MM   MM   MM    MM
